オ・キ・ナ・ワ,！
スキューバ,ねぇ
セカンドインパクト,が
戦闘,待機
今,言っ
誰,が
作戦,担当
あんた,！
気持ち,は
それ,が
あたし,が
フン,、
郷,に
イーーーーーッ,だ
アスカ,！
お前,ら
浅間山,の
ヒヒ,、
フフンフンフンフンフンギュン,！
修学旅行,？
何,し
理科,の
ジャーン,！
問題,に
それ,って
大学,？
熱,膨張
そりゃそうだ,けど
あたし,の
バックロールエントリー,！
これ,で
MAGI,の
フィフティーフィフティー,です
現地,へ
深度,1200
葛城,さん
モニター,に
解析,開始
ハイ,EOS
観測機,圧壊
解析,は
間違い,ない
これ,より
碇,司令
気,を
A-1,7
駄目,だ
これ,は
リスク,が
失敗,は
失敗,か
これ,が
今回,の
即時,殲滅
作戦,担当者
アスカ,。
私,は
プロトタイプ,の
レイ,と
残念,だっ
A-1,7
右,の
弐号,機
耐熱,・
これ,が
嫌,だ
そいつ,は
アスカ,の
あたし,が
あなたに,は
ファースト,が
カッコ,悪い
エヴァ初号機,、
両機,は
了解,EOS
A-1,7
理由,が
彼ら,は
何,です
UN,の
私たち,が
使徒,を
碇,司令
レーザー,、
進路,確保
D,型
弐号,機
了解,。
いつ,でも
発進,！
弐号,機
ジャイアントストロングエントリー,！
現在,、
これ,でも
深度,、
深度,1300
アスカ,、
反応,なし
目標,の
深度,、
深度,、
目標,と
アスカ,、
近く,に
限界,深度
エヴァ,弐号
限界,深度
葛城,さん
ミサト,の
深度,、
目標,を
捕獲,準備
お互い,に
目標,接触
相対速度,2
電磁,柵
目標,、
ナイス,、
捕獲,作業
アスカ,、
緊張,が
あなた,も
何,よ
キャッチャー,は
捕獲,中止
作戦,変更
正面,！
アスカ,、
了解,！
ナイフ,到達
使徒,、
嫌,ぁ
左足,損傷
耐熱,処置
こんち,きしょーっ
高温,高圧
そうだ,！
さっき,の
冷却,液
バカ,、
加持,さん
風呂,は
風呂,が
シンジ,くー
ボディー,シャンプー
フンッ,！
膨張,し
何,が
外人,？
2年,A
惣流・アスカ・ラングレー,って
マジ,に
帰国子女,だろ
みな,平和
毎度,あ
写真,に
ハローゥ,、
グーテンモルゲーン,！
グ,、
誰,が
あんた,バカ
ハローゥ,！
あたし,、
命令,が
ほんま,、
それ,はね
むぅぅ,！
お久しぶり,、
こいつ,の
あんた,弐号
今朝,、
誰,が
敵襲,！
警戒,中
受信,データ
総員,、
先,の
初号,機
了解,！
仕方,ない
2人,掛かり
私たち,に
攻撃,開始
援護,！
レディーファースト,よ
本日,午前10時
無様,ね
何,言っ
まぬけ,ぇ
何,だ
何,よ
午前11時,3分
自分,だって
国連,第
構成,物質
足止め,に
エヴァ,の
大人,は
後片付け,。
関係,各省
使徒,は
碇,司令
一つ,だけ
残念,ながら
加持,の
失礼,ね
あんた,こそ
あんた,、
ミサト,は
しっか,し
おまけ,に
日本人,の
ミサトさん,…
何,が
今度,の
分離,中
そのため,に
嫌,よ
使徒,は
二人,の
6日,以内
学校,を
三バカ,トリオ
惣,流
碇,君
こ,、
誤解,だ
誤解,も
それ,が
当たり前,じゃ
他,に
レイ,EOS
これ,は
アスカ,さん
鬼,の
女の子,泣かせ
何,も
ミサト,は
仕事,。
これ,は
ママ,…
誰,が
誰,って
君,の
今日,は
仕事,？
私,が
あんた,ねぇ
むぅぅ,…
今度,は
目標,は
音楽,スタート
了解,！
目標,は
目標,、
外電,源
発進,！
エヴァ,両機
あっち,ゃぁ
無様,ね
最後,に
今日,の
嘘,ばっか
エッチ,！
アハハハハ,…
そっち,こそ
そうだ,。
Mil,55
毎日,同じ
豪華,な
これ,が
いやいや,、
ふぁ,〜
ハロ,〜
紹介,する
何,すん
見物,料
なんや,てぇ
何,すん
フーン,、
いやいや,、
こちら,が
オモチャ,一つ
エヴァ,の
海,の
かっこ,え
加持,先輩
加地,君
それ,は
これ,が
時代,が
彼女,の
迂闊,だっ
仕方,ない
今,、
それ,が
君,は
彼女,の
そりゃあ,知っ
偶然,も
冗談,…
うそ,ぉ
しっか,し
プライド,の
にぎやか,で
昔,から
サード,チルドレン
水中,衝撃波
爆発,が
あれ,は
あれ,が
チャーンス,!
状況,報告
シンベリン,沈黙
戦闘,中
これ,は
無駄,な
なん,だ
あんた,も
あんた,バカ
変,ね
そのため,の
L.C.L.,Füllung
バグ,だ
思考,ノイズ
あんた,日本語
バカ,!!!
エヴァンゲリオン,弐号
オセロウ,より
なん,だ
ナイス,、
なん,だ
何,言っ
海,に
シンジ,君
子供,が
アスカ,、
どこ,?
あっち,!
何,を
予備,電源
リアクター,と
飛行甲板,待避
エヴァ,着
総員,、
でたらめ,だ
エヴァ,弐号
目標,、
外部,電源
プログナイフ,で
使徒,を
アスカ,、
冗談,じゃ
アスカ,!
ケーブル,の
ケーブル,が
エヴァ,、
今,の
加,ぁ
届け,もん
目標,、
今度,こそ
何,よ
B型,装備
だらし,ない
口,ぃ
使徒,だ
エヴァ,弐号
それ,って
釣り,!?…
これ,じゃ
アスカ,!
絶対,に
艦長,。
なん,だ
その間,に
無茶,かも
総員,退艦
心配,あり
2人,とも
了解,、
エヴァ,、
接触,まで
使徒,の
戦艦,2
エヴァ,、
だめ,だ
目標,は
変,な
何,が
接触,まで
接触,まで
水中,戦闘
いいじゃない,。
これ,は
ペ,、
イヤーン,な
シンクロ,値
先,に
人類補完計画,の
そうだ,。
センセエ,は
ウフッ,!
惣流・アスカ・ラングレー,です
政府,は
ふぁ,〜
コーヒー,じゃ
日本人,はね
ミサトさん,が
大体,、
ミサトさん,が
ずぼら,も
当たり前,でしょ
仕事,…
ミサトさん,、
おは,よ
行ってらっしゃい,EOS
皮肉,、
今家,を
碇,の
なに,、
あれ,で
ケンスケ,、
苦労,する
初号,機
大破,です
これ,で
逆,かも
仕方,ない
予算,ね
司令,が
失礼,。
サンプル,回収
委員会,も
使徒,は
君の国,は
使徒,は
私,も
15年前,、
予想,さ
ところ,で
クワァッ,！
仕事,で
ここ,が
何,も
戦略,自衛隊
本日,は
皆様,に
これ,は
質問,を
先,ほど
5分,も
遠隔,操縦
パイロット,に
人為的,制御
制御,不能
制御,でき
ハッハッハッハッハッ,EOS
そのため,の
人,の
A.T.フィールド,です
ハッハッハッハッハッ,EOS
自分,を
極秘,情報
諜報,部
これ,より
起動,準備
テスト,開始
圧力,、
冷却器,の
制御棒,、
動力,、
出力,、
歩行,開始
歩行,、
了解,、
バランス,正常
動力,、
了解,、
変,です
一次冷却水,の
バルブ,開放
だめ,です
停止,信号
受信,さ
無線,回路
制御,不能
加圧,器
制御棒,、
このまま,で
自動,停止
奇跡,を
方法,は
今,すぐ
たらい回,しか
今,から
ジェットアーロン,は
時間,が
厚木,に
無駄,よ
人間,の
本気,です
ここ,の
バックパック,から
希望,…
目標,は
日向,君
エヴァ,を
了解,EOS
シンジ,君
目標,と
無茶,は
大丈夫,、
目標,を
エヴァ,、
ドッキングアウト,！
了解,！
ミサトさん,！
気,を
ミサトさん,、
ここね,EOS
エラー,？
間違い,ない
動力,炉
制御棒,、
ぐぅぅぅぅ,！
ミサトさん,！
ミサトさん,！
ぐぅ,ー
臨界,まで
だめ,です
駄目,か
ミサトさん,！
内圧,ダウン
すべて,正常
ミサトさん,、
初号,機
ご苦労,EOS
おは,よ
おはよう,…
僕,も
ほんま,や
他人,の
それ,って
目標,内部
円周,部
だめ,！
目標,、
シンジ,君
初号,機
ケイジ,へ
初号,機
パイロット,、
生命維持,システム
パルス,確認
プラグ,の
L.C.L.,緊急
シンジ,君
敵,、
次,！
これ,まで
エリア,侵入
A.T.フィールド,は
健在,です
誘導,火砲
攻守,とも
現在,目標
敵,は
敵,シールド
胸部,第
3時間後,に
了解,。
再起動,自体
実戦,は
初号,機
身体,に
敵,シールド
状況,は
白旗,で
目標,の
MAGI,は
スーパーコンピューター,MAGI
勝算,は
反対,する
無茶,と
これ,が
うち,の
可能,な
番組,の
本日,、
明日,未明
停電,が
明日,未明
停電,が
敵,シールド
エネルギー,システム
現在,予定
ポジトロン,ライフル
技術開発,部
防御,手段
それ,は
これ,が
目標,と
フーン,、
狙撃,地点
了解,！
初号,機
了解,EOS
二子山,決戦
明日,、
碇,、
以降,は
明朝,日付
これ,、
食事,EOS
何,も
60分,後
僕,は
初号,機
リツコ,さん
パパ,の
山,が
エヴァンゲリオン,だ
エヴァンゲリオ,〜
敵,シールド
四国,および
精密機械,だ
仕方,ない
大丈夫,です
理論,上
シンジ,君
初号,機
レイ,は
これ,は
陽電子,は
正確,に
大丈夫,、
今,は
私,は
時間,よ
これ,で
あなた,は
私,が
綾波,は
絆,？
父さん,と
みんな,と
私,に
ほか,に
時間,よ
作戦,、
シンジ,君
第一次,、
第一,から
電圧,上昇
温度,安定
陽電子,流入
強制,収束
最終,安全装置
撃鉄,起こせ
地球,自転
目標,に
発射,！
ぐぅ,ううううッ
ミ,スっ
敵,シールド
ヒューズ,交換
銃身,、
目標,に
シンジ,君
綾波,！
盾,が
綾波,ッ
綾波,！
自分,に
何,泣い
起動,開始
稼動,電圧
起動,システム
パイロット,、
システム,フェーズ
シナプス,挿入
パルス,送信
初期,コンタクト
左右,上腕筋
オールナーブリンク,、
チェック,2550
絶対,境界線
第3ステージ,に
中枢,神経
コンタクト,停止
だめ,です
実験,中止
完全,停止
危険,です
オートエジェクション,、
いかん,！
完全,停止
特殊,ベークライト
レイ,！
レイ,！
綾波レイ,14歳
エヴァンゲリオン,試作
過去,の
精神的,に
何,が
何,か
B,3
これ,が
何,これ
解析,不能
これ,って
オーケイ,、
これ,が
それ,が
火傷,？
火傷,って
あなた,が
パイロット,って
碇,司令
父さん,が
手のひら,の
いけいけ,いけいけ
次,、
や,だ
エッチ,ぃ
みんな,、
碇,くー
綾波,かぁ
まった,また
わし,の
ハァ,？
ほんま,は
エヴァ,の
そりゃ,そう
エヴァ初号機,は
先,の
了解,。
了解,EOS
エントリープラグ,の
メルキオール,了解
CBL,、
廃液,は
何,よ
カレー,よ
お呼ばれ,さ
ミサトさん,は
本気,…
最初,っ
スープ,と
これ,作っ
味,で
レトルト,を
今度,呼ん
クウッ,…
シンジ,君
大体,引っ越
手続き,面倒
シンジ,君
綾波レイ,の
まった,また
ウフフフフ,、
ミサト,と
僕,は
不器用,って
生きること,が
何,？
リツコ,さん
セントラルドグマ,は
これ,、
さっき,は
何,が
前,の
あなた,、
当たり前,だ
レイ,、
レイ,、
これ,より
稼動,電圧
了解,。
パイロット,、
回線,開き
パルス,および
シンクロ,、
オールナーブリンク,、
中枢,神経
チェック,2590
絶対,境界線
了解,。
碇,、
テスト,中断
出撃,だ
レイ,。
目標,は
初号,機
解除,確認
了解,。
了解,EOS
目標,は
エヴァ初号機,、
発進,！
目標,内部
円周,部
だめ,！
シンジ,君
あいつ,、
シンジ,君
家出,か
シンジ,君
碇,君
相田,君
わし,…
あれ,から
シンジ,君
これ,、
碇,君
これ,は
シンジ,の
バカ,…
次,は
本日,は
そうだ,、
われわれ,の
外,は
現在,、
だめ,です
先生,！
先生,！
バカ,…
14歳,だ
別に…,戻ら
この間,の
あなた,の
あなたに,は
今後,、
あんた,ほんとに
あんた,ねぇ
小隊長,殿
碇,ー
トウジ,の
夜,は
生態系,が
フーン,、
飯,、
ゲリラ戦,に
碇,シンジ
ネルフ,保安
そん,で
それ,が
変態,！
サル,！
別に…,EOS
エヴァ,の
レイ,、
そりゃ,そう
あんた,みたい
サード,チルドレン
マルドゥク,機関
パイロット,の
君,は
碇,ー
トウジ,、
碇,、
ンッ,！
待った,ーッ
手加減,、
フン,っ
勘,、
碇,が
碇,の
元気,で
時間,だ
これ,以上
ヤマアラシのジレンマ,か
2番,線
2番,線
4番,線
おはよう,シンジ
それ,は
通常,EVA
これ,が
目標,を
スイッチオン,。
スイッチ,…
次,。
他人,の
目標,を
今日,、
学校,の
彼,?…
電話,?
必須,アイテム
シンジ,君
ヤマアラシ,?
ヤマアラシ,の
今,の
なに,?
昨日,の
相田,君
トウジ,…
鈴原,…
何,や
疎開,だ
妹,の
妹,の
うち,ん
しっか,し
それ,な
転校生,?
起立,!
20世紀,最後
海洋,の
これ,が
経済,の
碇,君
それ,は
ホント,な
皆さん,の
YES,EOS
操縦席,って
エヴァ,?
必殺技,は
碇,君
旧市街,の
起立,、
目標,を
総員,、
了解,、
第3新東京市,、
中央,ブロック
中央,ブロック
政府,、
現在,、
非戦闘員,、
小中学生,は
報道,管制
碇,司令
前,は
こっち,の
税金の無駄遣い,だ
委員会,から
エントリー,、
L.C.L.,電化
圧着,ロック
なんや,?
委員長,!
何,?
ワシ,ら
上の,ドン
今度,いつ
ケンスケ,、
外,に
ここ,に
あほ,!
あいつ,が
トウジ,に
おまえ,、
シンジ,君
発進,!
目標,を
A.T.フィールド,、
作戦,通り
バカ,!
なんや,、
大丈夫,…
予備,の
シンジ,君
アンビリカルケーブル,、
エヴァ,、
活動限界,まで
こっち,に
シンジ,君
問題,なし
シンジ,君
僕ら,が
自由,に
初号,機
シンジ,君
2人,を
許可,の
私,が
越権行為,よ
初号,機
エヴァ,は
そこ,の
なんや,、
カメラ,、
神経,系統
異物,を
神経,パルス
今,よ
回収,ルート
転校生,、
プログレッシブ,ナイフ
シンジ,君
初号,機
エヴァ初号機,、
目標,は
今日,で
俺,達
あいつ,が
あいつ,って
転校生,や
心配,な
トウジ,は
最終,安全装置
エヴァンゲリオン,初号
シンジ,君
歩いた,!
シンジ,君
シンジ,君
エヴァ,の
シグナル,、
フィールド,、
だめ,か
左腕,損傷
回路,断線
シンジ,君
頭蓋,前部
装甲,が
頭部,破損
制御,神経
パイロット,、
シンジ,君
使徒,再来
15年前,と
幸い,と
そいつ,は
昨日,の
今回,の
在日,国連軍
発表,は
広報,部
うち,も
あったりまえ,でしょ
人,、
いずれ,に
碇,君
碇,、
シンジ,君
外傷,は
無理,も
心,…
オーライオーライ,!
使徒,に
碇,たち
一人,で
そうだ,。
当たり前,じゃ
何,を
うち,も
疎開,ねぇ
昨日,の
どこ,へ
時間,だ
これ,が
シンジ,君
おかえりなさい。,EOS
これ,が
氷,…
だめ,よ
ワキャキャキャキャキャキャキャ,!
なに,?
クワッ,EOS
名前,は
風呂,は
レイ,の
午後,、
エヴァ,を
子供たち,の
彼,の
ここ,は
頭部,破損
活動,維持
状況,は
シンクロ,グラフ
回路,遮断
だめ,です
シンジ,君
モニター,反応
初号,機
ミサト,!
ここ,まで
だめ,です
エヴァ,、
暴走,!?
ＡＴ,フィールド
だめ,だ
使徒,に
左腕,復元
初号,機
自爆,する
エヴァ,は
あれ,が
本当,の
回路,、
システム,回復
パイロット,の
機体,回収
シンジ,君
一つ,言い
本日,、
特別,非常事態宣言
だめ,かぁ
正体不明,の
目標,を
15年ぶり,だ
目標,に
目標,は
航空隊,の
総力戦,だ
出し惜しみ,は
戦車,大隊
ダメ,だ
残念,ながら
衝撃波,、
大丈夫,だっ
そいつ,は
ミサト,…
その後,の
電波障害,の
センサー,回復
爆心地,に
なん,だ
映像,、
われわれ,の
化け物,め
ミサトさん,…
説得力,に
ミサトさん,こそ
予想,通り
ホゥ,、
おまけ,に
ゲート,が
特務機関,ネルフ
父,の
人類,を
今,から
了解,です
碇,君
そのため,の
期待,し
目標,は
現在,迎撃
国連軍,も
初号,機
初号,機
問題,ない
ネルフ,？
そっか,…
セントラルドグマ,の
これ,だ
しっか,し
ごめんね,、
さっき,通り
技術,局
何,やっ
これ,また
では,後
3年ぶり,の
これ,は
B型,装備
それ,ほんとに
起動,確率
それ,って
失礼,ね
数字,の
顔,…
人,の
われわれ,人類
これ,も
そうだ,EOS
久しぶり,だ
父さん,…
フン,、
出撃,？
ほか,に
さっき,届い
マジ,な
碇,シンジ
ハイ,？
あなた,が
今,は
父さん,…
おまえ,の
そうだ,EOS
いや,だ
必要,だ
ほか,の
無理,だ
説明,を
奴,め
シンジ,君
いや,だ
シンジ,君
冬月,、
レイ,EOS
予備,が
初号,機
了解,。
エヴァ,が
右腕,の
インターフェース,も
冷却,終了
右腕,の
ケイジ,内
停止,信号
了解,。
プラグ,固定
第一次,接続
エントリープラグ,、
大丈夫,。
我慢,なさい
了解,EOS
A10神経,接続
思考,形態
双方向,回線
ハーモニクス,、
発進,、
発進,準備
解除,確認
1番,から
内部,電源
外部,電源
了解,、
進路,クリアー
発進,準備
了解,EOS
碇,、
発進,！
シンジ,君
ヱヴァンゲリヲン,新劇場版
現在,、
目標,に
ル,「
航空隊,の
総力戦,だ
出し惜しみ,を
戦車,大隊
駄目,だ
残念,ながら
衝撃波,、
大丈夫,だっ
そいつ,ぁ
ミサト,、
その後,の
映像,、
我々,の
ゲート,が
特務機関,ネルフ
父,の
まねー,。
人類,を
今,から
了解,です
碇,君
そのため,の
ネルフ,…
そっか,、
到着予定時刻,を
技術,局
三年,ぶり
碇,シンジ
人,の
これ,も
そうだ,。
出撃,！
他,に
碇,シンジ
あなた,が
父さん,、
お前,の
そうだ,EOS
嫌,だ
必要,だ
他,の
説明,を
奴,め
シンジ,君
嫌,だ
シンジ,君
冬月,、
レイ,…
予備,が
初号,機
了解,、
大丈夫,で
頭蓋,グリル
了解,、
了解,、
探査,針
外部,装甲
了解,。
エントリープラグ,、
大丈夫,、
了解,EOS
ＬＣＬ,転化
思考,形態
コミュニケーション,回線
プラグスーツ,の
ハーモニクス,、
発進,準備
形状,確認
アンビリカル,ブリッジ
解除,確認
外部,電源
了解,、
進路,クリヤー
発進,準備
了解,。
碇,。
発進,！
最終,安全装置
シンジ,君
歩いた,！
シンジ,君
シンジ,君
ＥＶＡ,の
シグナル,、
フィールド,、
だめ,か
左腕,損傷
回路,断線
シンジ,君
頭蓋,前部
装甲,が
頭部,破損
生命維持,に
状況,は
シンクロ,グラフ
回路,遮断
駄目,です
シンジ,君
モニター,反応
初号,機
ミサト,！
ここ,まで
駄目,です
ＥＶＡ,、
暴走,…
駄目,だ
左腕,復元
初号,機
あれ,が
名前,、
男,だっ
シンジ,…
初号,機
凍結,さ
ＥＶＡ,初号
暴走,時
容量,ゼロ
結果,、
参,号
ネルフ,と
人類,は
一人,で
当たり前,でしょ
何,を
昨日,の
どこ,へ
時間,だ
これ,が
シンジ,君
シンジ,君
駄目,よぅ
グワックックックックッ,！
何,？
風呂,は
レイ,の
問題,ない
予備,報告
ここ,も
ここ,は
シンジ,君
僕,だって
どこ,が
使徒,に
これ,を
人,の
目標,を
諜報,部
一緒,に
ヤマアラシ,？
ヤマアラシ,の
しっか,し
ＥＶＡ,の
足,が
非常,召集
移動物体,を
分析,パターン
総員,、
了解,、
第三新東京市,、
政府,、
目標,は
非戦闘員,及び
小中学生,は
報道,管制
税金の無駄遣い,ね
この世,に
日本政府,から
エントリー,、
なんや,？
何,？
ワシ,ら
上の,ドン
本物,な
ケンスケ,、
シンジ,君
発進,！
目標,を
作戦,通り
馬鹿,、
何,や
大丈夫,！
予備,の
アンビリカルケーブル,、
ＥＶＡ,、
活動限界,まで
こっち,に
ケ,うわ
シンジ,君
シンジ,君
初号,機
接着,面
カメラ,が
エントリー,、
今,よっ
転校生,、
プログレッシブ,ナイフ
シンジ,君
初号,機
目標,は
あなた,の
今後,、
あんた,、
あんた,ねえ
次,は
碇,。
みんな,って
僕,に
結局,、
手抜き,は
綾波レイ,、
起動,システム
パルス,、
直通,モニター
プラグ,深度
コンタクト,停止
駄目,です
実験,中止
完全,停止
自動,制御システム
危険,です
オートイジェクション,、
いかん,！
システム,残留
特殊,ベークライト
レイ,！
完全,停止
レイ,、
正規,の
使徒,は
それ,は
レイ,の
綾波,、
ＥＶＡ,初号
先,の
了解,、
了解,EOS
エントリープラグ,の
廃液,は
了解,。
それ,は
父親,と
碇,司令
最近,の
女に,は
ミサト,。
綾波レイ,…
何,？
セントラルドグマ,は
これ,、
さっき,は
何,が
前,の
当たり前,だ
未確認飛行物体,は
未確認飛行物体,の
ＥＶＡ,初号
目標,は
ＥＶＡ,初号
発進,！
目標,内部
シンクロ,、
防護,アーマー
ダメ,です
限界,まで
作戦,要綱
ダメ,だ
いま,パイロット
機体,を
目標,は
初号,機
プラグ,内
パイロット,確認
プラグ,の
プラグ,の
インテリア,を
ＬＣＬ,、
ＬＣＬ,、
救護,処置
現在,目標
奴,の
先,の
ＥＶＡ,による
健在,です
ＭＡＧＩ,による
松代,の
対岸の火事,と
今日,まで
おまけ,に
初号,機
状況,は
白旗,で
無茶,と
ヤシマ作戦,。
蛇の道は蛇,EOS
今夜,、
使徒,の
エネルギー,システム
電力,システム
現在,、
狙撃,システム
組立,作業
ＥＶＡ,初号
現在,、
了解,。
初号,機
ダミー,プラグ
最悪,の
ダメ,な
レイ,を
全て,は
嫌,な
明日,、
食事,EOS
何,も
ＥＶＡ,が
初号,機
綾波,！
敵,先端
ネルフ,本部
陽電子,砲
ヒューズ,を
零点,地点
アテ,に
シンジ,君
私たち,が
リリス,…
理由,は
初号,機
レイ,は
今回,は
どこ,が
大丈夫,。
逃げられない,って
余計,な
時間,よ
これ,で
僕,に
本部,広報
時間,です
シンジ,君
了解,、
周波数,変換
電圧,は
第三次,接続
了解,、
第三次,接続
了解,、
陽電子,加速
最終,安全装置
撃鉄,を
射撃,用
照準器,、
綾波,ほど
発射,！
目標,に
総員,、
エネルギー,システム
陽電子,砲
健在,です
確認,不要
碇,！
シンジ,、
碇,、
自分,の
今,一
銃身,、
初号,機
敵,先端
ヒューズ,交換
射撃,用
シンジ,君
綾波,！
楯,が
あと,２
綾波,っ
何,、
そうだ,。
